"id","token","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","587426X154X2270qi1qu1sq1","587426X154X2270qi1qu1sq2","587426X154X2273qi1qu4sq1","587426X154X2273qi1qu4sq2","587426X154X2276qi1qu7sq1","587426X154X2276qi1qu7sq2","587426X154X2279qi1qu10sq1","587426X154X2279qi1qu10sq2","587426X154X2282qi1qu13sq1","587426X154X2282qi1qu13sq2","587426X154X2285qi1qu16sq1","587426X154X2285qi1qu16sq2","587426X154X2288qi1qu19sq1","587426X154X2288qi1qu19sq2","587426X154X2291qi1qu22sq1","587426X154X2291qi1qu22sq2","587426X154X2294qi1qu25sq1","587426X154X2294qi1qu25sq2","587426X154X2297qi1qu28sq1","587426X154X2297qi1qu28sq2","587426X155X2300qi1qu31sq1","587426X155X2300qi1qu31sq2","587426X155X2300qi1qu31sq3","587426X155X2300qi1qu31sq4","587426X156X2305","587426X156X2306"
"386",NULL,"2020-01-23 14:23:42",NULL,"hr",NULL,"2020-01-23 14:23:42","2020-01-23 14:23:42",NULL,"A1","A2","A4","A1","A3","A2","A4","A3","A4","A1","A2","A1","A3","A4","A3","A4","A2","A4","A2","A3","A2","A2","A2","A2","A2","A2"
"387",NULL,"2020-01-23 14:23:43",NULL,"hr",NULL,"2020-01-23 14:23:43","2020-01-23 14:23:43",NULL,"A1","A2","A4","A1","A1","A2","A4","A2","A1","A3","A2","A1","A3","A2","A3","A2","A3","A2","A4","A1","A1","A1","A1","A2","A2","A3"
"388",NULL,"2020-01-23 14:23:43",NULL,"hr",NULL,"2020-01-23 14:23:43","2020-01-23 14:23:43",NULL,"A1","A2","A4","A2","A1","A4","A1","A3","A2","A1","A2","A3","A1","A4","A3","A4","A3","A2","A4","A3","A2","A2","A2","A2","A1","A1"
"389",NULL,"2020-01-23 14:23:43",NULL,"hr",NULL,"2020-01-23 14:23:43","2020-01-23 14:23:43",NULL,"A1","A2","A3","A1","A1","A2","A3","A2","A4","A2","A2","A3","A1","A4","A3","A4","A2","A3","A4","A3","A2","A1","A1","A2","A1","A3"
"390",NULL,"2020-01-23 14:23:44",NULL,"hr",NULL,"2020-01-23 14:23:44","2020-01-23 14:23:44",NULL,"A1","A2","A3","A1","A3","A2","A4","A3","A4","A3","A2","A3","A1","A2","A3","A4","A1","A2","A4","A3","A2","A2","A2","A1","A1","A3"
"391",NULL,"2020-01-23 14:23:44",NULL,"hr",NULL,"2020-01-23 14:23:44","2020-01-23 14:23:44",NULL,"A1","A2","A2","A1","A1","A4","A3","A4","A4","A1","A4","A3","A1","A2","A3","A1","A3","A1","A4","A3","A1","A1","A1","A1","A1","A1"
"392",NULL,"2020-01-23 14:23:44",NULL,"hr",NULL,"2020-01-23 14:23:44","2020-01-23 14:23:44",NULL,"A1","A2","A4","A3","A1","A4","A4","A3","A4","A1","A2","A1","A1","A2","A3","A4","A4","A2","A3","A1","A1","A2","A2","A1","A2","A2"
"393",NULL,"2020-01-23 14:23:45",NULL,"hr",NULL,"2020-01-23 14:23:45","2020-01-23 14:23:45",NULL,"A3","A2","A2","A1","A3","A2","A1","A2","A4","A1","A2","A1","A1","A4","A2","A1","A3","A2","A4","A2","A2","A2","A1","A1","A1","A2"
"394",NULL,"2020-01-23 14:23:45",NULL,"hr",NULL,"2020-01-23 14:23:45","2020-01-23 14:23:45",NULL,"A1","A2","A4","A1","A2","A4","A4","A2","A4","A2","A2","A1","A1","A4","A3","A4","A1","A4","A4","A3","A2","A1","A2","A1","A2","A2"
"395",NULL,"2020-01-23 14:23:45",NULL,"hr",NULL,"2020-01-23 14:23:45","2020-01-23 14:23:45",NULL,"A1","A2","A2","A4","A2","A3","A4","A3","A4","A2","A2","A3","A1","A2","A3","A1","A3","A2","A4","A1","A1","A2","A2","A2","A1","A3"
"396",NULL,"2020-01-23 14:23:46",NULL,"hr",NULL,"2020-01-23 14:23:46","2020-01-23 14:23:46",NULL,"A1","A2","A4","A1","A1","A2","A4","A2","A4","A2","A2","A1","A1","A4","A3","A4","A3","A2","A2","A3","A1","A2","A1","A1","A2","A1"
"397",NULL,"2020-01-23 14:23:46",NULL,"hr",NULL,"2020-01-23 14:23:46","2020-01-23 14:23:46",NULL,"A3","A2","A3","A1","A2","A4","A4","A1","A3","A2","A2","A3","A2","A4","A3","A4","A1","A2","A4","A2","A2","A1","A1","A2","A3","A1"
"398",NULL,"2020-01-23 14:23:46",NULL,"hr",NULL,"2020-01-23 14:23:46","2020-01-23 14:23:46",NULL,"A1","A2","A3","A1","A1","A2","A4","A3","A1","A2","A4","A1","A1","A4","A3","A4","A1","A2","A3","A1","A2","A1","A1","A1","A2","A3"
"399",NULL,"2020-01-23 14:23:47",NULL,"hr",NULL,"2020-01-23 14:23:47","2020-01-23 14:23:47",NULL,"A1","A2","A4","A1","A1","A4","A4","A1","A3","A2","A2","A1","A2","A4","A3","A4","A1","A4","A1","A3","A2","A1","A2","A2","A1","A1"
"400",NULL,"2020-01-23 14:23:47",NULL,"hr",NULL,"2020-01-23 14:23:47","2020-01-23 14:23:47",NULL,"A1","A2","A2","A1","A3","A4","A4","A2","A4","A2","A2","A3","A1","A4","A3","A4","A3","A1","A4","A3","A1","A1","A1","A1","A2","A1"
"401",NULL,"2020-01-23 14:23:48",NULL,"hr",NULL,"2020-01-23 14:23:48","2020-01-23 14:23:48",NULL,"A1","A2","A2","A1","A4","A2","A4","A2","A2","A1","A2","A3","A1","A3","A3","A4","A3","A4","A4","A1","A2","A1","A2","A1","A1","A3"
